date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:49:34	8024/8024	---M--	200	added ('OK')	image/jpeg	etag:%221b3b4abf57877c3b029aa9bd3c7f9c77%22	https://the-dapptools.onrender.com/assets/images/logo/via_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/via_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:35	12042/12042	---M--	200	added ('OK')	image/jpeg	etag:%2266d74cb438855098d4a61aec2aba71b6%22	https://the-dapptools.onrender.com/assets/images/logo/bitkeep.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/bitkeep.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:36	6859/6859	---M--	200	added ('OK')	image/jpeg	etag:%2273e8f4bb9a641d6c33e9610030b74a53%22	https://the-dapptools.onrender.com/assets/images/logo/unstoppable_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/unstoppable_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:36	6941/6941	---M--	200	added ('OK')	image/jpeg	etag:%22b7b86cf653072d036c6ce25b21075ffd%22	https://the-dapptools.onrender.com/assets/images/logo/halodefi_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/halodefi_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:37	7738/7738	---M--	200	added ('OK')	image/jpeg	etag:%22228691a2d60656d05507fb1b3b033494%22	https://the-dapptools.onrender.com/assets/images/logo/dok_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/dok_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:38	9324/9324	---M--	200	added ('OK')	image/jpeg	etag:%22ee24937d0fd4a42ccb2e5703b6e37859%22	https://the-dapptools.onrender.com/assets/images/logo/celo_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/celo_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:38	8389/8389	---M--	200	added ('OK')	image/jpeg	etag:%224ec234cc3ea40eab22fbd7e160135d21%22	https://the-dapptools.onrender.com/assets/images/logo/coinus.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/coinus.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:39	10609/10609	---M--	200	added ('OK')	image/jpeg	etag:%22c57a301ca7c3047d549f5209e6d8c95d%22	https://the-dapptools.onrender.com/assets/images/logo/valora.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/valora.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:39	9631/9631	---M--	200	added ('OK')	image/jpeg	etag:%225053513633960d52b22b7ada35c2be77%22	https://the-dapptools.onrender.com/assets/images/logo/trustee_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/trustee_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:40	8032/8032	---M--	200	added ('OK')	image/jpeg	etag:%22521d0a27dff013b0b9313ed91121b20f%22	https://the-dapptools.onrender.com/assets/images/logo/guarda_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/guarda_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:40	10969/10969	---M--	200	added ('OK')	image/jpeg	etag:%222976d6357a37a784f8e579cbea3cf824%22	https://the-dapptools.onrender.com/assets/images/logo/jade_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/jade_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:41	12210/12210	---M--	200	added ('OK')	image/jpeg	etag:%22f54c916fdd25d7d018cc6476ed44cf2a%22	https://the-dapptools.onrender.com/assets/images/logo/plasmapay.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/plasmapay.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:41	9058/9058	---M--	200	added ('OK')	image/jpeg	etag:%22c68bcc627461911030befc3d290f7342%22	https://the-dapptools.onrender.com/assets/images/logo/o3_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/o3_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:42	9614/9614	---M--	200	added ('OK')	image/jpeg	etag:%22df8b9be6ab001c952141bcc0d2dd3a18%22	https://the-dapptools.onrender.com/assets/images/logo/hashkey_me.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/hashkey_me.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:43	9909/9909	---M--	200	added ('OK')	image/jpeg	etag:%22334d2db9a560f966534d8a297cfbca74%22	https://the-dapptools.onrender.com/assets/images/logo/rwallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/rwallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:44	6667/6667	---M--	200	added ('OK')	image/jpeg	etag:%228628295c6cfcbe2c37bab42b69ee414e%22	https://the-dapptools.onrender.com/assets/images/logo/flare_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/flare_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:45	9463/9463	---M--	200	added ('OK')	image/jpeg	etag:%2284d8feebe781731aa6e08cdbdd7308a8%22	https://the-dapptools.onrender.com/assets/images/logo/kyberswap.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/kyberswap.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:45	6772/6772	---M--	200	added ('OK')	image/jpeg	etag:%229c57c0e2ec3176b7cababa8f05b5a604%22	https://the-dapptools.onrender.com/assets/images/logo/atoken_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/atoken_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:46	4793/4793	---M--	200	added ('OK')	image/jpeg	etag:%22343792786b18339d16d0dd92fb91e6eb%22	https://the-dapptools.onrender.com/assets/images/logo/tongue_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/tongue_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:47	8981/8981	---M--	200	added ('OK')	image/jpeg	etag:%2260f87e16077bd56afa4dce8e0651f619%22	https://the-dapptools.onrender.com/assets/images/logo/xinfin.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/xinfin.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:47	7091/7091	---M--	200	added ('OK')	image/jpeg	etag:%228d18e470b85fcdacd479aed6c7cdb16b%22	https://the-dapptools.onrender.com/assets/images/logo/talken_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/talken_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:48	9425/9425	---M--	200	added ('OK')	image/jpeg	etag:%225f3cf20d5755aaaf8c7001986b7742da%22	https://the-dapptools.onrender.com/assets/images/logo/keyring_pro.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/keyring_pro.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:48	13710/13710	---M--	200	added ('OK')	image/jpeg	etag:%224440d86c7acad101dee957c63301559a%22	https://the-dapptools.onrender.com/assets/images/logo/midas_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/midas_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:49	13243/13243	---M--	200	added ('OK')	image/jpeg	etag:%22567f617068dcd5ea372ad03e10991514%22	https://the-dapptools.onrender.com/assets/images/logo/at_wallet.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/at_wallet.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:50	7423/7423	---M--	200	added ('OK')	image/jpeg	etag:%22e178ae94e21e6f38e4ee29a0778822e1%22	https://the-dapptools.onrender.com/assets/images/logo/imtoken.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/logo/imtoken.jpg	(from https://the-dapptools.onrender.com/cyber.html)
08:49:50	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:49:50%20GMT	https://the-dapptools.onrender.com/index-2.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/index-3.html	(from https://the-dapptools.onrender.com/cyber.html)
08:49:51	3338/3338	---M--	200	added ('OK')	image/png	etag:%228c441d577a5ae52c1a5847e58f44f7a7%22	https://the-dapptools.onrender.com/assets/images/icon/shield.png	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/icon/shield.png	(from https://the-dapptools.onrender.com/cyber.html)
08:49:52	150945/150945	---MCZ	200	added ('OK')	text/javascript	etag:%222f9ce5c0e6e3b112156a7ff05ba9e682%22	https://the-dapptools.onrender.com/assets/js/jquery.min.js	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/js/jquery.min.js	(from https://the-dapptools.onrender.com/cyber.html)
08:49:52	6119/6119	---M-Z	200	added ('OK')	text/javascript	etag:%225797be409465c546b9d43cb147311b80%22	https://the-dapptools.onrender.com/assets/js/jquery.easing.js	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/js/jquery.easing.js	(from https://the-dapptools.onrender.com/cyber.html)
08:49:53	98391/98391	---MCZ	200	added ('OK')	text/javascript	etag:%22f2994de81d61abfb3226246ed09cdd4d%22	https://the-dapptools.onrender.com/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/js/bootstrap.min.js	(from https://the-dapptools.onrender.com/cyber.html)
08:49:54	12179/12179	---M-Z	200	added ('OK')	text/javascript	etag:%229c9c540ded1047d91e1099eec7ef47a0%22	https://the-dapptools.onrender.com/assets/js/wow.min.js	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/js/wow.min.js	(from https://the-dapptools.onrender.com/cyber.html)
08:49:54	90014/90014	---MCZ	200	added ('OK')	text/javascript	etag:%22c52124fc804044f3912618389dbbaa2a%22	https://the-dapptools.onrender.com/assets/js/plugin.js	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/js/plugin.js	(from https://the-dapptools.onrender.com/cyber.html)
08:49:55	18677/18677	---M-Z	200	added ('OK')	text/javascript	etag:%22d25771296c2374d28b025dacd8d98478%22	https://the-dapptools.onrender.com/assets/js/shortcodes.js	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/js/shortcodes.js	(from https://the-dapptools.onrender.com/cyber.html)
08:49:56	16483/16483	---M-Z	200	added ('OK')	text/javascript	etag:%221e53ec107f743e8e49cd377c7a1c68f1%22	https://the-dapptools.onrender.com/assets/js/main.js	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/js/main.js	(from https://the-dapptools.onrender.com/cyber.html)
08:49:57	5427/5427	---M-Z	200	added ('OK')	text/javascript	etag:%22c7b9dd3f9e79b00b724d353afdd24b39%22	https://the-dapptools.onrender.com/assets/js/count-down.js	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/js/count-down.js	(from https://the-dapptools.onrender.com/cyber.html)
08:49:58	257189/257189	---MCZ	200	added ('OK')	text/javascript	etag:%22c45f3cb09d1212f9068620b55894389f%22	https://the-dapptools.onrender.com/assets/js/swiper-bundle.min.js	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/js/swiper-bundle.min.js	(from https://the-dapptools.onrender.com/cyber.html)
08:49:58	10229/10229	---M-Z	200	added ('OK')	text/javascript	etag:%22502336b801ca175f62613bd99b24848d%22	https://the-dapptools.onrender.com/assets/js/swiper.js	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/js/swiper.js	(from https://the-dapptools.onrender.com/cyber.html)
08:49:59	1610/1610	---M-Z	200	added ('OK')	text/javascript	etag:%229f73932267a74af0b70496a146d7df3f%22	https://the-dapptools.onrender.com/assets/js/parallax.js	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/js/parallax.js	(from https://the-dapptools.onrender.com/cyber.html)
08:50:00	2359099/2359099	---MCZ	200	added ('OK')	text/javascript	etag:%2231e172559ff9212bcd70be2d9c02eb94%22	https://the-dapptools.onrender.com/assets/js/web3.min.js	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/js/web3.min.js	(from https://the-dapptools.onrender.com/cyber.html)
08:50:01	1991115/1991115	---MCZ	200	added ('OK')	text/javascript	etag:%22b5df8b8fbfca82dc4330c95d960d3883%22	https://the-dapptools.onrender.com/assets/js/moralis.js	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/js/moralis.js	(from https://the-dapptools.onrender.com/cyber.html)
08:50:02	1163/1163	---M-Z	200	added ('OK')	text/javascript	etag:%22d94ed6fbb9992046d34c2a70c39e8e7d%22	https://the-dapptools.onrender.com/assets/js/nft.js	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/js/nft.js	(from https://the-dapptools.onrender.com/cyber.html)
08:50:02	0/-1	---M--	302	error ('')			https://i.postimg.cc/DznqvDk2/nft.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/DznqvDk2/nft.7d.delayed	(from https://the-dapptools.onrender.com/index.html)
08:50:03	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2020%20Jul%202023%2012:50:03%20GMT	https://i.postimg.cc/fy4zwN52/swap.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/fy4zwN52/swap.7e.delayed	(from https://the-dapptools.onrender.com/index.html)
08:50:03	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2020%20Jul%202023%2012:50:03%20GMT	https://i.postimg.cc/6QfDjyNB/gift-box.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/6QfDjyNB/gift-box.png	(from https://the-dapptools.onrender.com/index.html)
08:50:03	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2020%20Jul%202023%2012:50:03%20GMT	https://i.postimg.cc/6pvzn3Dk/air-flow.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/6pvzn3Dk/air-flow.png	(from https://the-dapptools.onrender.com/index.html)
08:50:04	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2020%20Jul%202023%2012:50:03%20GMT	https://i.postimg.cc/PJ51W9BM/clock.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/PJ51W9BM/clock.png	(from https://the-dapptools.onrender.com/index.html)
08:50:04	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2020%20Jul%202023%2012:50:04%20GMT	https://i.postimg.cc/nLDQz99W/payment-method.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/nLDQz99W/payment-method.png	(from https://the-dapptools.onrender.com/index.html)
08:50:04	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2020%20Jul%202023%2012:50:04%20GMT	https://i.postimg.cc/vT1LnbNZ/incomplete.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/vT1LnbNZ/incomplete.png	(from https://the-dapptools.onrender.com/index.html)
08:50:05	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2020%20Jul%202023%2012:50:04%20GMT	https://i.postimg.cc/qRtNqdjB/transfer-money.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/qRtNqdjB/transfer-money.png	(from https://the-dapptools.onrender.com/index.html)
08:50:05	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2020%20Jul%202023%2012:50:05%20GMT	https://i.postimg.cc/yYKSWGcL/claim.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/yYKSWGcL/claim.png	(from https://the-dapptools.onrender.com/index.html)
08:50:05	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2020%20Jul%202023%2012:50:05%20GMT	https://i.postimg.cc/Gm7WHZ8Y/tick-mark.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/Gm7WHZ8Y/tick-mark.png	(from https://the-dapptools.onrender.com/index.html)
08:50:05	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2020%20Jul%202023%2012:50:05%20GMT	https://i.postimg.cc/hP054Jvr/image.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/hP054Jvr/image.png	(from https://the-dapptools.onrender.com/index.html)
08:50:06	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2020%20Jul%202023%2012:50:05%20GMT	https://i.postimg.cc/TwSwpsqS/interest-rate.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/TwSwpsqS/interest-rate.png	(from https://the-dapptools.onrender.com/index.html)
08:50:06	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2020%20Jul%202023%2012:50:06%20GMT	https://i.postimg.cc/nr0MYH3z/image.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/nr0MYH3z/image.png	(from https://the-dapptools.onrender.com/index.html)
08:50:06	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2020%20Jul%202023%2012:50:06%20GMT	https://i.postimg.cc/Bn2QjrCq/image.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/Bn2QjrCq/image.png	(from https://the-dapptools.onrender.com/index.html)
08:50:06	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2020%20Jul%202023%2012:50:06%20GMT	https://i.postimg.cc/C5t84sx0/camera.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/C5t84sx0/camera.png	(from https://the-dapptools.onrender.com/index.html)
08:50:07	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2020%20Jul%202023%2012:50:06%20GMT	https://i.postimg.cc/7hRv13nr/image.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/7hRv13nr/image.png	(from https://the-dapptools.onrender.com/index.html)
08:50:08	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2020%20Jul%202023%2012:50:07%20GMT	https://i.postimg.cc/YqLTKmxj/slip.png	C:/My%20Web%20Sites/WALLET/i.postimg.cc/YqLTKmxj/slip.png	(from https://the-dapptools.onrender.com/index.html)
08:50:09	5487/5487	---M-Z	200	added ('OK')	text/css	etag:%22e09c801e182504361954720f4d416061%22	https://the-dapptools.onrender.com/assets/css/ntfs.css	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/css/ntfs.css	(from https://the-dapptools.onrender.com/assets/css/style.css)
08:50:09	177522/177522	---MCZ	200	added ('OK')	text/css	etag:%22cd2979a932a0acc9bd673deb121f4f26%22	https://the-dapptools.onrender.com/assets/css/shortcodes.css	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/css/shortcodes.css	(from https://the-dapptools.onrender.com/assets/css/style.css)
08:50:10	30701/30701	---MCZ	200	added ('OK')	text/css	etag:%22b416d0ad56ffe147fd600c8f4cc04752%22	https://the-dapptools.onrender.com/assets/css/responsive.css	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/css/responsive.css	(from https://the-dapptools.onrender.com/assets/css/style.css)
08:50:11	30723/30723	---M-Z	200	added ('OK')	text/css	etag:%229ccc5c0277ee6fcf46ed5aa8cef51f07%22	https://the-dapptools.onrender.com/assets/css/animate.css	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/css/animate.css	(from https://the-dapptools.onrender.com/assets/css/style.css)
08:50:14	17337/17337	---M-Z	200	added ('OK')	text/css	etag:%22326eab4235d912d7ad700be8b98ce582%22	https://the-dapptools.onrender.com/assets/css/jquery.fancybox.min.css	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/css/jquery.fancybox.min.css	(from https://the-dapptools.onrender.com/assets/css/style.css)
08:50:15	237735/237735	---MCZ	200	added ('OK')	text/css	etag:%22407a08e53d94f3043d1af9215cfe2def%22	https://the-dapptools.onrender.com/assets/css/font-awesome.css	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/css/font-awesome.css	(from https://the-dapptools.onrender.com/assets/css/style.css)
08:50:15	16705/16705	---MCZ	200	added ('OK')	text/css	etag:%2280b5e26ee18e5fcfa0a6e9393f3a8b27%22	https://the-dapptools.onrender.com/assets/css/swiper-bundle.min.css	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/css/swiper-bundle.min.css	(from https://the-dapptools.onrender.com/assets/css/style.css)
08:50:16	213457/213457	---MCZ	200	added ('OK')	text/css	etag:%223282df6c0eb00b652137241e0534df68%22	https://the-dapptools.onrender.com/assets/css/bootstrap.css	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/css/bootstrap.css	(from https://the-dapptools.onrender.com/assets/css/style.css)
08:50:17	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:50:16%20GMT	https://the-dapptools.onrender.com/assets/font/nfts.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/font/nfts.html	(from https://the-dapptools.onrender.com/assets/css/ntfs.css)
08:50:17	61/61	---M-Z	200	added ('OK')	font/ttf	etag:%22f5e9445ae426c9147bbce118a6ad4bc6%22	https://the-dapptools.onrender.com/assets/font/nfts.ttf	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/font/nfts.ttf	(from https://the-dapptools.onrender.com/assets/css/ntfs.css)
08:50:18	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:50:18%20GMT	https://the-dapptools.onrender.com/assets/font/nfts-2.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/font/nfts-2.html	(from https://the-dapptools.onrender.com/assets/css/ntfs.css)
08:50:18	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:50:18%20GMT	https://the-dapptools.onrender.com/assets/font/nfts-3.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/font/nfts-3.html	(from https://the-dapptools.onrender.com/assets/css/ntfs.css)
08:50:19	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:50:19%20GMT	https://the-dapptools.onrender.com/assets/images/backgroup-secsion/img_bg_page_title.jpg	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/backgroup-secsion/img_bg_page_title.jpg	(from https://the-dapptools.onrender.com/assets/css/shortcodes.css)
08:50:20	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:50:19%20GMT	https://the-dapptools.onrender.com/assets/images/backgroup-secsion/img_bg_page_title_inner.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/backgroup-secsion/img_bg_page_title_inner.html	(from https://the-dapptools.onrender.com/assets/css/shortcodes.css)
08:50:20	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:50:20%20GMT	https://the-dapptools.onrender.com/assets/images/backgroup-secsion/img_bg_page_title_dark.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/backgroup-secsion/img_bg_page_title_dark.html	(from https://the-dapptools.onrender.com/assets/css/shortcodes.css)
08:50:21	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:50:21%20GMT	https://the-dapptools.onrender.com/assets/images/item-background/bg-authors.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/item-background/bg-authors.html	(from https://the-dapptools.onrender.com/assets/css/shortcodes.css)
08:50:21	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:50:21%20GMT	https://the-dapptools.onrender.com/assets/images/item-background/bg-authors2.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/item-background/bg-authors2.html	(from https://the-dapptools.onrender.com/assets/css/shortcodes.css)
08:50:22	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:50:22%20GMT	https://the-dapptools.onrender.com/assets/images/backgroup-secsion/bg-h7.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/images/backgroup-secsion/bg-h7.html	(from https://the-dapptools.onrender.com/assets/css/shortcodes.css)
08:50:23	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:50:23%20GMT	https://the-dapptools.onrender.com/assets/font/fa-brands-400.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/font/fa-brands-400.html	(from https://the-dapptools.onrender.com/assets/css/font-awesome.css)
08:50:24	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:50:23%20GMT	https://the-dapptools.onrender.com/assets/font/fa-brands-400d41d.html?	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/font/fa-brands-400d41dd41d.html	(from https://the-dapptools.onrender.com/assets/css/font-awesome.css)
08:50:24	71/71	---M-Z	200	added ('OK')	text/html	etag:%220ea865532bc853bfb04becf0e32ab236%22	https://the-dapptools.onrender.com/assets/font/fa-brands-401.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/font/fa-brands-401.html	(from https://the-dapptools.onrender.com/assets/css/font-awesome.css)
08:50:25	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:50:25%20GMT	https://the-dapptools.onrender.com/assets/font/fa-brands-402.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/font/fa-brands-402.html	(from https://the-dapptools.onrender.com/assets/css/font-awesome.css)
08:50:26	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:50:25%20GMT	https://the-dapptools.onrender.com/assets/font/fa-brands-403.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/font/fa-brands-403.html	(from https://the-dapptools.onrender.com/assets/css/font-awesome.css)
08:50:26	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:50:26%20GMT	https://the-dapptools.onrender.com/assets/font/fa-brands-404.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/font/fa-brands-404.html	(from https://the-dapptools.onrender.com/assets/css/font-awesome.css)
08:50:27	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:50:26%20GMT	https://the-dapptools.onrender.com/assets/font/fa-duotone-900.html	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/font/fa-duotone-900.html	(from https://the-dapptools.onrender.com/assets/css/font-awesome.css)
08:50:28	10/10	---M-Z	404	error ('Not%20Found')	text/plain	date:Thu,%2020%20Jul%202023%2012:50:27%20GMT	https://the-dapptools.onrender.com/assets/font/fa-duotone-900d41d.html?	C:/My%20Web%20Sites/WALLET/the-dapptools.onrender.com/assets/font/fa-duotone-900d41dd41d.html	(from https://the-dapptools.onrender.com/assets/css/font-awesome.css)
